title,vendor_code,price,description,characteristics,image_url,url
"Шина 50 см 20"" 0.325"" 1.5 мм 12 зуб. MULTI SHARP ECO
                    (76 звеньев)",191G23-2,"47,44","Производитель: | ECO GROUP HONG KONG LIMITED. UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG, CHINA | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8210803861124 | | | | | Габариты ДxШxВ, см: | 50 x 7 x 1 | | | Вес с упаковкой, кг: | 0.93 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Совместимые пилы: | | ECO CSP-253, CSP-264, CSP-265.",,https://content.tools.by/images/products/cv-6821036184/LWM/LWMaNrQUbopIk0EP0CaIgmtkvYRS7T8QJu3X5uPO.jpg,https://tools.by/product/1035541
"Пневмопистолет для герметика ECO AGG-310
                    (Картридж: 310 мл; 140 л/мин)",ABG-250,"13,50","Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8213112892001 | | | | | Габариты ДxШxВ, см: | 31.5 x 17.5 x 6.3 | | | Вес с упаковкой, кг: | 1.1 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Пневмопистолет для нанесения герметика используется для легкого и равномерного нанесения материалов с помощью источника сжатого воздуха (компрессора). | За счет настройки давления в пределах 2.5 - 5.0 бар происходит регулировка интенсивности подачи материала. | На задней части пистолета находится клапан для стравливания давления. | Подходит под стандартные картриджи 310 мл.",,https://content.tools.by/images/products/cg-0024471653/xE5/xE5GDvYwpzXuhiGF75gA45romWJsCaEpfCx824m8.jpg,https://tools.by/product/1583299?slide=2
"Колесо надувн. 4.80/4.00-8"" (подшипн. ф35x16 мм, для оси 16x100мм)
                    (Подходит к тачкам: WB300-1; WB301-1)",WB-P017,"2,81","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8212107214637 | | | | | Габариты ДxШxВ, см: | 37 x 8 x 37 | | | Вес с упаковкой, кг: | 2.51 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Совместимые товары : WB300-1; WB301-1;",,https://content.tools.by/images/products/cb-5261212428/sRP/sRPUGvtDTw1xeUxcz8Z5xrtLUVS2plR4DB17PJlu.jpg,https://tools.by/product/995186
"Ремкомплект к краскораспылителю ECO SG-514HLG , сопло ф 1,4мм",JL827 HVLP 1.7,"96,92","Производитель: | “SKIPFIRE LIMITED” Romanou, 2, TLAIS TOWER, 6th floor, flat/office 601, P.C.1070, Nicosia,Кипр | | | Назначение: | Для бытовых ремонтных работ | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6920401861175 | | | | | Вес с упаковкой, кг: | 0.522 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника",,https://content.tools.by/images/products/cb-0000970004/RAQ/RAQjS0bmqqYzuZRxDlLWp2EE6KGkEM5Ibv4mTwuS.jpg,https://tools.by/product/910526
"Компрессор ECO AE-502-3 коаксиальный
                    (440 л/мин, 8 атм, коаксиальный, масляный, ресив. 50 л, 220 В, 2.20 кВт)",SG1510,"378,00","Преимущества: | | ■ 2-цилиндровый | ■ Воздушная трубка с теплоотводом | ■ Регулятор давления | ■ Клапан облегчения запуска компрессора | ■ Дополнительный пусковой конденсатор для облегчения запуска | ■ 2 быстросъемных выхода | ■ Воздушный фильтр с поролоновым фильтроэлементом | ■ Манометры с металлическим корпусом | ■ Колеса с резиновыми накладками | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Для компрессии воздуха | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6923112894241 | | | | | Габариты ДxШxВ, см: | 69.5 x 34 x 67 | | | Вес с упаковкой, кг: | 39 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | ВНИМАНИЕ!!! | Уровень масла должен быть немного выше верхней границы красной точки на глазке! | Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную | герметичную емкость для целей транспортировки во избежание утечки из | картера в зависимости от условий транспортировки изделия. | | Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность. | | | | | Комплектация: | | + Компрессор; | + Фильтр воздушный (2 шт); | + Колесо транспортировочное (2 шт); | + Опорная ножка (2 шт); | + Комплект крепежа.",,https://content.tools.by/images/products/cb-0434442591/TKH/TKH1piEq3H8owKWF8GbDEBPARZIGwgrojqfKEyqW.jpg,https://tools.by/product/981910
"Краскораспылитель ECO SG-5000 (сопло ф 1.7 мм) уцененный (3070219880)
                    (HVLP, сопло ф 1.7 мм, нижн. бак 1000 мл)",BHDN-20-у,"2 068,19","Производитель: | SKIPFIRE LIMITED. Romanou,2, TLAIS TOWER, 6th floor, flat/Office 601 P.C.1070, Nicosia, Cyprus. Кипр | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Габариты ДxШxВ, см: | 18 x 11 x 30.5 | | | Вес с упаковкой, кг: | 1.22 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Механическое повреждение упаковки.",,https://content.tools.by/images/products/cz-3070219880/Yks/Ykshx9SqqQkoENCTmsRbFwY6L19u4JA0rdmTTdWa.jpg,https://tools.by/product/1721535
"Колесо надувн. 3.50-6"" (подшипн. ф35x16 мм, для оси 16x90мм)
                    (Подходит к тачкам: WB140-1, WB141-1)",WB-P124,"52,20","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8212107214699 | | | | | Габариты ДxШxВ, см: | 34 x 7.2 x 34 | | | Вес с упаковкой, кг: | 1.748 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника",,https://content.tools.by/images/products/cb-0597375350/8M0/8M0IO3d9PH5vr8rgmztn0LG1uIHItjxOQXCdompa.jpg,https://tools.by/product/997103
"Цепь 40 см 16"" 3/8"" 1.6 мм 60 зв. 38TA (в пласт. боксе) ECO",1914F4-0,"32,03","Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Садово-парковое назначение | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8210803861957 | | | | | Габариты ДxШxВ, см: | 13 x 9 x 3 | | | Вес с упаковкой, кг: | 0.342 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Пильные цепи ECO Multli Sharp со слабой отдачей и специальной системой смазки Oilotec system для увеличения срока службы - оптимальный выбор режущей оснастки для Вашей бензопилы. Режущий зуб выполнен из качественной стали. | | аналог цепи OREGON - Q75DP060E. | | Упаковка: пластиковый бокс.",,https://content.tools.by/images/products/cd-1071312480/958/958HpzXShTWEjmdHZ9uGhVB95y7FSkBvuC1G7D4o.jpg,https://tools.by/product/1632347
"Мотокоса ECO GTP-215S Power с разборной штангой
                    (2.15 кВт, 2.9 л.с., 43.0 см3, лёгкий запуск, разборная штанга, нож 3Т, ремень двухлямочный, вес 7.6)",EC1551-5,"464,80","Преимущества: | | ■ Разборная штанга диаметр 26 мм (состоит из двух частей) | ■ Надёжное соединение штанги (литая конструкция) | ■ Многофункциональная и эргономичная рукоятка велосипедного типа | ■ Эффективная антивибрационная система | ■ Использование улучшенного (усиленного) ручного стартера с системой лёгкий запуск | ■ Цельнометаллический приводной вал | ■ Редуктор повышенной прочности | ■ Топливный бак с полупрозрачными стенками | ■ Праймер (система лёгкого запуска) | ■ Ударопрочный корпус двигателя | ■ Комбинированный защитный кожух из прочного пластика | ■ Усиленная полуавтоматическая косильная катушка с леской | ■ Прочный трехлопастной нож | ■ Двухплечный ремень для большего комфорта при работе | ■ Два поршневых кольца для высокой компрессии. | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | “SKIPFIRE LIMITED” Romanou, 2, TLAIS TOWER, 6th floor, flat/office 601, P.C.1070, Nicosia,Кипр | | | Назначение: | Садово-парковое назначение | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8210803861766 | | | | | Габариты ДxШxВ, см: | 95 x 30 x 25.5 | | | Вес с упаковкой, кг: | 9.01 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Мощная модель для продвинутых пользователей, которые по достоинству оценят внушительный потенциал мотокосы. | Удобная и эргономичная рукоятка триммера изготовлена в виде велосипедного руля и может устанавливаться в различных положениях, это обеспечивает максимальную управляемость и уменьшает нагрузку на опорно-двигательный аппарат оператора. Блок управления находится на одной ручке, кнопки доступны и располагаются точно под пальцами оператора. | Разборная штанга изготовлена из легкого алюминия, что повышает прочность конструкции, снижая её вес. Штанга оснащена антивибрационными демпферами, поглощающими вибрацию и уменьшающими нагрузку на кисти и предплечья. | Жесткий приводной вал дает возможность использовать в работе нож или диск. | Конический редуктор имеет избыточный запас прочности и способен выдерживать большие нагрузки. При этом редуктор легко отсоединяется, что позволяет использовать двигатель мотокосы в качестве силового агрегата. | Топливный бак имеет полупрозрачные стенки для удобства контроля за уровнем топлива. | Мотокоса снабжена праймером для предварительной подкачки топлива, который облегчит запуск мотора. | Корпус двигателя выполнен из специального ударопрочного пластика и защищает от внешних механических воздействий. | Широкий защитный кожух защищает оператора от выброса травы, камней и других вылетающих из-под режущего инструмента предметов. | Надёжная полуавтоматическая катушка обеспечивает лёгкую подачу корда. | Прочный трёхлопасной нож с лёгкостью справится с дикорастущей травой и кустарником. | Два поршневых кольца создают стабильную компрессию, увеличивают срок службы цилиндро-поршневой группы. | | | | | Комплектация: | | + Двигатель двухтактный бензиновый - 1 шт; | + - Вал мотокосы в сборе - 1 шт; | + - Триммерная катушка - 1 шт; | + - Нож трёхлопастной - 1 шт; | + - Кожух защитный с винтами крепления - 1 шт; | + - Ремень плечевой - 1 шт. (двухплечный); | + - Комплект регулировочных инструментов и принадлежностей - 1 компл; | + - Дозатор топливной смеси - 1 шт; | + - Ручка левая - 1 шт; | + - Ручка правая - 1 шт; | + - Упаковка - 1 шт; | + - Упаковка вала - 1 шт; | + - Руководство пользователя - 1 шт;",,https://content.tools.by/images/products/cg-0192166828/Dny/Dny3X8AfdeL3QK3i0Dsfk54Rz56zsA4EZIyU1i2u.jpg,https://tools.by/product/1600217
"Насос погружной для загрязненной воды, нерж. ECO DI-903, 900Вт
                    (900 Вт, 14500 л/ч, 9 м)",AP02A03,"540,00","Преимущества: | | ■ Асинхронный двигатель с защитой от перегрузок. | ■ Автоматическое включениевыключение при помощи поплавкового выключателя. | ■ Корпус насоса из нержавеющей стали. | ■ Крыльчатка из технополимера разработана специально для загрязненной воды. | ■ Клапана деаэрации автоматически развоздушивают полость насоса. | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Для хозяйственных нужд | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8212107214828 | | | | | Габариты ДxШxВ, см: | 22 x 16 x 37 | | | Вес с упаковкой, кг: | 5.56 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | В комплект входит универсальный патрубок с угловым коленом.",,https://content.tools.by/images/products/cb-4086816727/Hja/HjaB2y9LKswMP8Ck3JeUH5oFJKB5wiPpKjMyzPws.jpg,https://tools.by/product/997483?slide=2
"Комплект для прочистки труб, 10м для ECO
                    (подходит для моек: HPW-1217, HPW-1419, HPW-1521S, HPW-1723RS, HPW-1720Si, HPW-1825RSE, HPW-1770, HPW)",18250003,"15,00","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8212107216600 | | | | | Габариты ДxШxВ, см: | 24 x 29 x 5 | | | Вес с упаковкой, кг: | 0.842 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника",,https://content.tools.by/images/products/cv-0071354696/9m0/9m0zuNPpbX07hQ4PD0XLbZBYzMqTUtJdF49pvOPo.jpg,https://tools.by/product/1024513
"Газонокосилка бензиновая ECO LG-734 самоходная
                    (5.5 л.с., шир. 51 см, самоходная, мульчир., стальн. корпус, травосборник 70 л)",EC3410-1,"810,00","Преимущества: | | ■ Самоходная с отключаемым приводом | ■ Бензиновый двигатель 5.5 л.с. MX176 | ■ Стальная дека | ■ Централизованная установка высоты (8 уровней) | ■ Регулировка высоты ручки (3 уровня) | ■ Ширина кошения 51 см | ■ Функция мульчирования (нож специальной формы и заглушка в комплекте) | ■ Боковой выброс | ■ Задний выброс | ■ Большие колеса 8""/11"" с подшипниками | ■ Мягкий травосборник 70 л с жестким пластиковым верхом | ■ Индикатор заполненного контейнера | ■ Штуцер для подключения воды для очистки деки | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Садово-парковое назначение | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8212107216839 | | | | | Габариты ДxШxВ, см: | 90 x 58.5 x 50 | | | Вес с упаковкой, кг: | 39.5 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника",,https://content.tools.by/images/products/cv-0281302875/lwI/lwINsxIWtFebPp1SGWiflLyFBNbNL2wp9k45t7Tx.jpg,https://tools.by/product/1034345?slide=2
"Головка триммерная ECO GTP-TC65 полуавт., блистер
                    (110 мм, лев. резьба М10х1.25 ""мама"")",GTPTC250011B,"17,50","Преимущества: | | ■ Полуавтоматический выпуск лески (при ударе о землю в процессе работы) | ■ Высокопрочный пластиковый корпус | ■ Компактная и легкая | ■ Левая резьба 10*1,25 ""мама"" | | | | | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6978018614950 | | | | | Габариты ДxШxВ, см: | 16.5 x 23 x 6 | | | Вес с упаковкой, кг: | 0.26 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Поставляется в блистерной упаковке | | Подходит для мотокос: | ЕСО GTP-90H, GTP-145H, GTP-185H, GTP-145C, GTP-185C; GTP-143F, GTP-145F, GTP-183F, GTP-185F, GTP-187F, GTP-189F, GTP-145B, GTP-185B, GTP-145N, GTP-185N, GTP-185R; | GUNTER MSG-190, MSG-191, MSG-192; | DGM BC-180, BC-210, BC-240, BC-241; | | | Подходит на большинство мотокос китайского производства с прямой штангой и редуктором. Не подходит на мотокосы с изогнутым валом без редуктора. Для 100% совместимости необходимо убедиться в соответствии резьбы (На редукторе должна быть левая резьба М10х1.25).",,https://content.tools.by/images/products/cz-5568934528/E7s/E7sRIMNaoWylU2Klto1rpUB3py5EX18m7534OJ1R.jpg,https://tools.by/product/1714160
"Газонокосилка бензиновая ECO LG-745 E самоходная
                    (6 л.с., шир. 51 см, самоходная, электростарт, мульчир., стальн. корпус, травосборник 70 л)",DG2113-1,"774,00","Преимущества: | | ■ Мощный бензиновый двигатель; | ■ Электростартер, работающий от Li-ion аккумулятора; | ■ Аккумулятор и зарядное устройство в комплекте; | ■ Функция самоходного движения; | ■ 4 режима работы: сбор в травосборник, боковой и задний выброс, мульчирование; | ■ Центральная регулировка высоты скашивания в диапазоне 25-75 мм; | ■ Штуцер подключения шланга для легкой очистки деки после работы; | ■ Складная рукоятка - для удобства хранения и транспортировки; | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6978018610761 | | | | | Габариты ДxШxВ, см: | 89 x 58 x 50 | | | Вес с упаковкой, кг: | 44.4 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Комплектация: | | + Бензиновая газонокосилка | + Аккумулятор - 1 шт. | + Зарядное устройство | + Нож - 1 шт. (установлен на газонокосилку) | + Травосборник | + Свечной ключ | + Рукоятка | + Комплект быстрозажимных фиксаторов | + Кожух для бокового выброса | + Заглушка для мульчирования | + Инструкция по эксплуатации",,https://content.tools.by/images/products/cz-0064205668/ND7/ND7FkL6AMvp65Jhj6aVnBGZeCWgGtyzUSAjv5qk7.jpg,https://tools.by/product/1703175?slide=2
"Бетоносмеситель ECO CM-180
                    (объём 180/131 л, 900 Вт, 230 В, вес 48,4  кг)",EC3410-7,"947,00","Преимущества: | | ■ Долговечный чугунный зубчатый венец и чугунная ведущая шестерня | ■ Защитный кожух на ведущей шестерне | ■ Барабан крепится к подшипнику с помощью болтового соединения | ■ Надёжный асинхронный двигатель с защитой от перегрева | ■ Эффективное воздушное охлаждение двигателя | ■ Высокопрочный приводной ремень ручейкового типа, усиленный синтетическим армирующим кордом | ■ Электромагнитный выключатель с системой защиты от случайного включения | ■ Прочная опорная рама | ■ Удобное опрокидывание путем отклонения рулевого колеса | ■ Ручка для удобства перемещения устройства по строительному участку | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Для общестроительных работ | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6976215883575 | | | | | Габариты ДxШxВ, см: | 84 x 73 x 44 | | | Вес с упаковкой, кг: | 53.1 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Комплектация: | | + Бетоносмеситель | + Комплект крепежа | + Инструкция по эксплуатации | + Коробка",,https://content.tools.by/images/products/ce-0006222510/FS7/FS7tLF8Esjm3Z17qqEubRmMqSZhVIDVkrwSzUVFR.jpg,https://tools.by/product/1661998
"Щетка для триммера коническая 200x25.4 мм ECO GTP-TB80
                    (ф200 мм)",GTP-24T,"19,00","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6979163405066 | | | | | Габариты ДxШxВ, см: | 1 x 1 x 1 | | | Вес с упаковкой, кг: | 0.72 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Щетка предназначена для очистки: налёта, грязи, удаления побегов травы, поросли, мха и корней из труднодоступных мест, щетка для чистки брусчатки, бетона, садовых дорожках, тротуарной плитки. | | | | | Комплектация: | | + Щетка; | + Коробка.",,https://content.tools.by/images/products/ci-0000282624/3SC/3SCc2nrbgqjRw7HvKgV0NOHVuZGkJJRam0gYY0R6.jpg,https://tools.by/product/1751991
"Шланг напорный 5 м для очистителя высокого давления ECO
                    (для ECO HPW-1400; HPW-1600)",HPW-X91125,"59,00","Производитель: | ECO GROUP HONG KONG LIMITED. UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG, CHINA | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6976215886446 | | | | | Габариты ДxШxВ, см: | 40 x 40 x 8 | | | Вес с упаковкой, кг: | 0.524 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника",,https://content.tools.by/images/products/cz-4560531276/jOA/jOA4rhDo5ET7WHjVEPsv6o2iE3cxHBxdcybEitIo.jpg,https://tools.by/product/1669125
Ремкомплект для вибрационных насосов ECO,AP03A01,"72,00","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6977125196298 | | | | | Габариты ДxШxВ, см: | 10 x 6 x 1 | | | Вес с упаковкой, кг: | 0.146 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Ремкомплект подходит для вибрационных насосов ECO CPV-307/CPV-308/CPV-309/CPV-330/CPV-331/CPV-332/CPV-333 | и прочих аналогичных моделей | | | | | Комплектация: | | + Мембрана (Поршень) - 1шт.; | + Клапан - 1 шт.; | + Винт М6 - 1 шт.; | + Шайба М6 - 2 шт.; | + Пружинная шайба М6 -1 шт.; | + Гайка М6 - 1 шт.; | + Гайка М8 - 5 шт.; | + Винт М8 - 4 шт.; | + Шайба М8 - 1 шт.;",,https://content.tools.by/images/products/cz-0036368976/Nnc/NnctWmYvR0S7Jqmck5fRnmIszvQ95gMswj0KpRgU.jpg,https://tools.by/product/1733386
Барабан сцепления ECO ST361,CSP-017,"6,88","Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Запасные части | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8210803862572 | | | | | Габариты ДxШxВ, см: | 5 x 5 x 3 | | | Вес с упаковкой, кг: | 0.158 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Совместимость: | для бензопил STIHL MS361 | | | | | Комплектация: | | + барабан сцепления - 1шт, звездочка - 1шт, игольчатый подшипник - 1шт;",,https://content.tools.by/images/products/ce-1589324463/oj5/oj5iUWZwwfFyzPB3M7SYxBucLm0SZpdoqU12pWME.jpg,https://tools.by/product/1647842
"Бак топливный в сборе ECO GTP-X021
                    (крепление под 4 винта; пробка на углу)",GTP-ST55/450-038,"61,20","Производитель: | ECO GROUP HONG KONG LIMITED. UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | Садово-парковое назначение | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 6923112893725 | | | | | Габариты ДxШxВ, см: | 15.5 x 3 x 15.5 | | | Вес с упаковкой, кг: | 0.29 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Описание: | Совместимость: | | Для моделей ECO GTP-145F, GTP-145N, GTP-145R, GTP-185F, GTP-185K, GTP-185N, GTP-185R, GTP-187F, GTP-189F | Для моделей мотобур ECO GD-53 | | Подходит ко многим мотокосам: ECO, CRAFTOP, LIDER, NIKKEY, PROKRAFT, MATRIX, WATT, CATMANN, GARDEN LINE, ELAND KASEI, ZIGZAG, DOLFIN, SOLO, GRASSHOPER, EUROTEK, PARK, DEMON, STERN, EXTEL, BIZON, MEGA, PROLAND, DOLMAR, MAGNUM, SKIPER, STURM и др. | | | | | Комплектация: | | + Топливный бак в сборе (с топливными шлангами);",,https://content.tools.by/images/products/cb-0239429960/CXV/CXVf7pG0tOyChduLu19mMNdPIZH7gP9paEP4KFTU.jpg,https://tools.by/product/967859
"Гравер пневматический ECO AGV-55A
                    (Цанговый патрон: 3 мм (1/8""); 54000 об/мин; 6,3 бар; 60 л/мин;)",KAKA0822,"252,00","Преимущества: | | ■ Подходит для тонкой обработкки дерева и металла (шлифовки, полировки и удаления заусенцев и т.д.). | ■ Цанговый патрон: 3 мм (1/8"") | ■ Пластмассовый чемодан для удобства переноски | | | | | | | | | | | Файлы | | | | | | | | | Производитель: | ECO GROUP HONG KONG LIMITED, UNIT 617, 6/F, 131-132 CONNAUGHT ROAD WEST, SOLO WORKSHOPS, HONG KONG | | | Назначение: | | | | Страна изготовления: | Китай | | | Импортер/Продавец: | ООО ""ТД Комплект"", РБ, г.Минск, ул. Кнорина,д.50,к.302 А | | | Штрихкод: | | 8213112891837 | | | | | Габариты ДxШxВ, см: | 34 x 20.3 x 5 | | | Вес с упаковкой, кг: | 0.86 | | | | | | | | | | | | | | | | | | ECO | Садовая и силовая техника | | | | | | | | | Комплектация: | | + Гравер; | + 2 ключа монтажных; | + 10 шлифкамней с хвостовиком 3 мм; | + Маслораспылитель; | + Масленка; | + Ниппель; | + Пластмассовый чемодан;",,https://content.tools.by/images/products/cg-3213368649/o5J/o5JTt6hHVotDEuozV0ub2S8USQAI4azCDzJrev6T.jpg,https://tools.by/product/1577787?slide=2
